timestamp,flight_iata,airline_name,departure_airport,arrival_airport,flight_status,departure_delay,arrival_delay,city,temperature,pressure,humidity,wind_speed,weather_main,predicted_arrival_delay,delay_hr_min,predicted_status
1745896633699,UL3354,SriLankan Airlines,Singapore Changi,Narita International Airport,scheduled,33.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633699,QF4021,Qantas,Singapore Changi,Narita International Airport,scheduled,33.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633699,HA5370,Hawaiian Airlines,Singapore Changi,Narita International Airport,scheduled,33.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,AA8413,American Airlines,Singapore Changi,Narita International Airport,scheduled,33.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,6E6294,IndiGo,Hyderabad Airport,Varanasi,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,6E5384,IndiGo,Hyderabad Airport,Chhatrapati Shivaji International (Sahar International),scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,AI2534,Air India,Hyderabad Airport,Chhatrapati Shivaji International (Sahar International),scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,6E537,IndiGo,Hyderabad Airport,Darbhanga Airport,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,6E7211,IndiGo,Hyderabad Airport,Vijayawada,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,6E6031,IndiGo,Hyderabad Airport,Indira Gandhi International,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,6E376,IndiGo,Hyderabad Airport,Netaji Subhas Chandra,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,6E7458,IndiGo,Hyderabad Airport,Bhopal,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,6E1181,IndiGo,Hyderabad Airport,Bandaranaike International,scheduled,1.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,IX2835,Air India Express,Hyderabad Airport,Varanasi,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,6E167,IndiGo,Hyderabad Airport,Raja Sansi International Airport,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633703,VS9151,Virgin Atlantic,Hyderabad Airport,Indira Gandhi International,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,QF8784,Qantas,Hyderabad Airport,Indira Gandhi International,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,JL9634,Japan Airlines,Hyderabad Airport,Indira Gandhi International,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,SN3734,Brussels Airlines,Pablo Ruiz Picasso,Brussels Airport,cancelled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,SQ2621,Singapore Airlines,Billund,Kastrup,scheduled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,3U1145,Sichuan Airlines,Guangzhou Baiyun International,Shuangliu,active,12.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,EK7444,Emirates,Guangzhou Baiyun International,Shuangliu,active,12.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,ZH1380,Shenzhen Airlines,Guangzhou Baiyun International,Beijing Capital International,cancelled,,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,3U1079,Sichuan Airlines,Guangzhou Baiyun International,Xianyang,active,12.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,DL6405,Delta Air Lines,Guangzhou Baiyun International,Shanghai Pudong International,active,11.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,MF3717,Xiamen Airlines,Guangzhou Baiyun International,Shanghai Pudong International,active,11.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,VN3505,Vietnam Airlines,Guangzhou Baiyun International,Tan Son Nhat International,active,53.0,9.0,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,3U7005,Sichuan Airlines,Guangzhou Baiyun International,Tan Son Nhat International,active,53.0,9.0,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,KL4302,KLM,Guangzhou Baiyun International,Zhengzhou,active,12.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
1745896633704,3U1001,Sichuan Airlines,Guangzhou Baiyun International,Beijing Daxing International Airport,active,8.0,,Chicago,25.37,1009.0,70.0,8.23,"Clouds
",252.77,4h 12m,Delayed
